#separator:Comma
#html:true
"savory (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">鹹味的(與甜相對)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I prefer <b style=""color:#3b82f6;"">savory</b> snacks.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we have a mix of sweet and <b style=""color:#10b981;"">savory</b> for our breakfast?</div></div>"
"refreshing (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">清爽提神的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>a <b style=""color:#3b82f6;"">refreshing</b> cold shower</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What's a <b style=""color:#10b981;"">refreshing</b> drink to pair with our meal?</div></div>"
"festive (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">有節慶氣氛的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The streets look <b style=""color:#3b82f6;"">festive</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>We're celebrating. Could you bring us something <b style=""color:#10b981;"">festive</b>?</div></div>"
"adventurous (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">大膽嘗新的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>She's an <b style=""color:#3b82f6;"">adventurous</b> eater.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have a dish that is a bit <b style=""color:#10b981;"">adventurous</b>?</div></div>"
"crave (v.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">很想吃、嘴饞</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I'm <b style=""color:#3b82f6;"">craving</b> pizza.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'm <b style=""color:#10b981;"">craving</b> something sweet. What desserts do you have?</div></div>"
"cozy (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">溫馨舒適的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>a <b style=""color:#3b82f6;"">cozy</b> little café</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>We're looking for a <b style=""color:#10b981;"">cozy</b> meal. Any suggestions?</div></div>"
"crust (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">餅皮、麵包皮</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I don't eat the <b style=""color:#3b82f6;"">crust</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can the pizza be made with a thin <b style=""color:#10b981;"">crust</b>?</div></div>"
"heat up(片語動詞)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">加熱</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Let me <b style=""color:#3b82f6;"">heat up</b> the soup.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can you <b style=""color:#10b981;"">heat</b> this up a little more?</div></div>"
"beverage (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">飲料(較正式)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Hot <b style=""color:#3b82f6;"">beverages</b> are served all day.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have any non-alcoholic <b style=""color:#10b981;"">beverages</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>non-alcoholic 無酒精的</div></div>"
"mocktail (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">無酒精雞尾酒</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>I ordered a mango <b style=""color:#3b82f6;"">mocktail</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have a selection of <b style=""color:#10b981;"">mocktails</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>mock(仿製)+ cocktail</div></div>"
"sommelier (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">侍酒師</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The <b style=""color:#3b82f6;"">sommelier</b> suggested a Merlot.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have a <b style=""color:#10b981;"">sommelier</b> to recommend wine?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>法文借字,拼法特殊</div></div>"
"pair with / go with","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(酒菜)搭配</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Red wine <b style=""color:#3b82f6;"">pairs</b> well with beef.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>What's a good dish to <b style=""color:#10b981;"">pair with</b> white wine? / a good wine to go with my meal</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>名詞:pairing(a good pairing for the ribeye steak)</div></div>"
"a round of","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">一輪(全桌每人一杯)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The first <b style=""color:#3b82f6;"">round</b> is on me.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we order <b style=""color:#10b981;"">a round of</b> drinks to start?</div></div>"
"refill (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">續杯</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span><b style=""color:#3b82f6;"">Refills</b> are free here.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I get a <b style=""color:#10b981;"">refill</b> on my drink?</div></div>"
"pitcher / jug (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(一)壺</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>a <b style=""color:#3b82f6;"">pitcher</b> of iced tea</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Could you bring a jug of tap water? / Can we have a <b style=""color:#10b981;"">pitcher</b> of sangria?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>pitcher 與 picture 發音極近</div></div>"
"on tap","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(啤酒)桶裝現壓的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>They have five beers <b style=""color:#3b82f6;"">on tap</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have any local beer <b style=""color:#10b981;"">on tap</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>比較:tap water 自來水</div></div>"
"skim milk","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">脫脂牛奶</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span><b style=""color:#3b82f6;"">Skim milk</b> has less fat.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I'd like my coffee with <b style=""color:#10b981;"">skim milk</b>, please.</div></div>"
"freshly squeezed","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">鮮榨的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span><b style=""color:#3b82f6;"">freshly squeezed</b> orange juice</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have any <b style=""color:#10b981;"">freshly squeezed</b> juices?</div></div>"
"dressing (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">沙拉醬</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Caesar <b style=""color:#3b82f6;"">dressing</b> 凱薩醬</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we have the <b style=""color:#10b981;"">dressing</b> on the side for the salad?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>熟字生義:不是「穿衣」</div></div>"
"on the side","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(醬料)另外放、不要淋上</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Sauce <b style=""color:#3b82f6;"">on the side</b>, please.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Could I have the dressing <b style=""color:#10b981;"">on the side</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>影片最高頻句型之一</div></div>"
"gravy (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(烤肉)肉汁醬</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>mashed potatoes with <b style=""color:#3b82f6;"">gravy</b></div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I have a little extra <b style=""color:#10b981;"">gravy</b> on the side?</div></div>"
"napkin (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">餐巾(紙)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>He wiped his mouth with a <b style=""color:#3b82f6;"">napkin</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we get some extra <b style=""color:#10b981;"">napkins</b>?</div></div>"
"assorted (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">什錦的、綜合的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>a box of <b style=""color:#3b82f6;"">assorted</b> chocolates</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we get a plate of <b style=""color:#10b981;"">assorted</b> cheeses?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>名詞 assortment(an assortment of your best desserts)</div></div>"
"slice (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">薄片</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>a <b style=""color:#3b82f6;"">slice</b> of bread</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can we have some extra lemon <b style=""color:#10b981;"">slices</b>?</div></div>"
"check (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">帳單(美式)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>The <b style=""color:#3b82f6;"">check</b> came to $40.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I have the <b style=""color:#10b981;"">check</b>, please?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>熟字生義;英式用 bill</div></div>"
"split the bill","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">分攤帳單</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Let's <b style=""color:#3b82f6;"">split the bill</b> evenly.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Could we <b style=""color:#10b981;"">split the bill</b>?</div></div>"
"service charge (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">服務費</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>A 10% <b style=""color:#3b82f6;"">service charge</b> applies.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Is <b style=""color:#10b981;"">service charge</b> included in the bill?</div></div>"
"complimentary (adj.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">免費招待的</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Breakfast is <b style=""color:#3b82f6;"">complimentary</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Is the bread basket <b style=""color:#10b981;"">complimentary</b>?</div></div>"
"compliment (v./n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">讚美</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>She <b style=""color:#3b82f6;"">complimented</b> my cooking.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>I would like to <b style=""color:#10b981;"">compliment</b> the chef.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(245,158,11,.16);color:#f59e0b;"">注意</span>與 complimentary 同家族;勿與 complement(補充)混淆</div></div>"
"discount (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">折扣</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Students get a 20% <b style=""color:#3b82f6;"">discount</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you offer any <b style=""color:#10b981;"">discounts</b> for large groups?</div></div>"
"loyalty program (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">會員集點方案</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Join our <b style=""color:#3b82f6;"">loyalty program</b> for points.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Do you have a <b style=""color:#10b981;"">loyalty program</b>?</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(156,163,175,.20);color:#9ca3af;"">補充</span>loyalty 忠誠</div></div>"
"happy hour (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">(酒吧)優惠時段</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>Beers are half price during <b style=""color:#3b82f6;"">happy hour</b>.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Is there a <b style=""color:#10b981;"">happy hour</b> menu?</div></div>"
"leftovers (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">剩菜(恆用複數)</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>We ate <b style=""color:#3b82f6;"">leftovers</b> for lunch.</div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>Can I take the <b style=""color:#10b981;"">leftovers</b> home?</div></div>"
"anniversary (n.)","<div style=""font-size:1.3em;font-weight:700;line-height:1.4;margin:2px 0 14px;"">週年紀念日</div><div style=""display:inline-block;text-align:left;line-height:1.55;max-width:95%;""><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(59,130,246,.16);color:#3b82f6;"">例</span>their tenth wedding <b style=""color:#3b82f6;"">anniversary</b></div><div style=""margin:7px 0;""><span style=""display:inline-block;font-size:.72em;font-weight:700;padding:1px 7px;border-radius:9px;margin-right:7px;background:rgba(16,185,129,.16);color:#10b981;"">影片</span>We're celebrating an <b style=""color:#10b981;"">anniversary</b>. Can you do something special?</div></div>"
